Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10
Male	3/22/2014	21	Adolescent	Palestinian	Jenin R.C.	West Bank	3/22/2014	LIVE AMMUNITION	Israeli security forces
Male	3/22/2014	19	Adolescent	Palestinian	Jenin R.C.	West Bank	3/22/2014	LIVE AMMUNITION	Israeli security forces
Male	3/19/2014	14	Children	Palestinian	Deir al-'Asal al-Foqa	West Bank	3/19/2014	LIVE AMMUNITION	Israeli security forces
Male	3/11/2014	22	Adolescent	Palestinian	UMale a-Naser (al-Bayuk)	Gaza Strip	3/11/2014	MISSILE	Israeli security forces
Male	3/11/2014	23	Adolescent	Palestinian	UMale a-Naser (al-Bayuk)	Gaza Strip	3/11/2014	MISSILE	Israeli security forces
Male	3/11/2014	33	Adolescent	Palestinian	UMale a-Naser (al-Bayuk)	Gaza Strip	3/11/2014	MISSILE	Israeli security forces
Male	3/10/2014	20	Adolescent	Palestinian	Beitin	West Bank	3/10/2014	LIVE AMMUNITION	Israeli security forces
Male	3/10/2014	38	Adolescent	Palestinian	Jericho	West Bank	3/10/2014	LIVE AMMUNITION	Israeli security forces
Male	3/3/2014	21	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	3/3/2014	MISSILE	Israeli security forces
Male	3/3/2014	21	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	3/3/2014	MISSILE	Israeli security forces
Female	2/28/2014	58	Adolescent	Palestinian	Khuza'ah	Gaza Strip	3/1/2014	LIVE AMMUNITION	Israeli security forces
Male	2/27/2014	26	Adolescent	Palestinian	Bir Zeit	West Bank	2/27/2014	LIVE AMMUNITION	Israeli security forces
Male	2/13/2014	35	Adolescent	Palestinian	Gaza City	Gaza Strip	2/13/2014	LIVE AMMUNITION	Israeli security forces
Male	1/29/2014	20	Adolescent	Palestinian	'Ein Siniya	West Bank	1/29/2014	LIVE AMMUNITION	Israeli security forces
Male	1/24/2014	19	Adolescent	Palestinian	a-Sayfa	Gaza Strip	1/24/2014	LIVE AMMUNITION	Israeli security forces
Male	1/22/2014	23	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	1/22/2014	MISSILE	Israeli security forces
Male	1/22/2014	21	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	1/22/2014	MISSILE	Israeli security forces
Male	1/2/2014	16	Children	Palestinian	Jabalya	Gaza Strip	1/3/2014	LIVE AMMUNITION	Israeli security forces
Male	12/24/2013	22	Adolescent	Israeli	Kibbutz Nahal Oz	Israel	12/24/2013	LIVE AMMUNITION	Palestinian civilians
Female	12/24/2013	2	Children	Palestinian	al-Maleaghazi R.C.	Gaza Strip	12/24/2013	shell	Israeli security forces
Male	12/20/2013	27	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	12/20/2013	LIVE AMMUNITION	Israeli security forces
Male	12/19/2013	27	Adolescent	Palestinian	Qalqiliyah	West Bank	12/19/2013	LIVE AMMUNITION	Israeli security forces
Male	12/18/2013	23	Adolescent	Palestinian	Jenin R.C.	West Bank	12/18/2013	LIVE AMMUNITION	Israeli security forces
Male	12/7/2013	15	Children	Palestinian	al-Jalazun R.C.	West Bank	12/7/2013	LIVE AMMUNITION	Israeli security forces
Male	11/30/2013	23	Adolescent	Palestinian	Petah Tikva	Israel	11/30/2013	LIVE AMMUNITION	Israeli security forces
Male	11/26/2013	22	Adolescent	Palestinian	al-KarMaleel	West Bank	11/26/2013	LIVE AMMUNITION	Israeli security forces
Male	11/26/2013	30	Adolescent	Palestinian	Yatta	West Bank	11/26/2013	LIVE AMMUNITION	Israeli security forces
Male	11/26/2013	21	Adolescent	Palestinian	Yatta	West Bank	11/26/2013	LIVE AMMUNITION	Israeli security forces
Male	11/7/2013	28	Adolescent	Palestinian	Za'tara	West Bank	11/7/2013	LIVE AMMUNITION	Israeli security forces
Male	11/7/2013	23	Adolescent	Palestinian	a-Sawahrah a-Sharqiyah	West Bank	11/7/2013	LIVE AMMUNITION	Israeli security forces
Male	11/1/2013	34	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	11/1/2013	MISSILE	Israeli security forces
Male	11/1/2013	23	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	11/1/2013	MISSILE	Israeli security forces
Male	11/1/2013	26	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	11/1/2013	MISSILE	Israeli security forces
Male	10/31/2013	21	Adolescent	Palestinian	Qabatiyah	West Bank	10/31/2013	LIVE AMMUNITION	Israeli security forces
Male	10/17/2013	27	Adolescent	Palestinian	a-RaMale	West Bank	10/17/2013	LIVE AMMUNITION	Israeli security forces
Male	9/17/2013	20	Adolescent	Palestinian	Jenin R.C.	West Bank	9/17/2013	LIVE AMMUNITION	Israeli security forces
Male	8/26/2013	22	Adolescent	Palestinian	Qalandia R.C.	West Bank	8/26/2013	LIVE AMMUNITION	Israeli security forces
Male	8/26/2013	20	Adolescent	Palestinian	Qalandia R.C.	West Bank	8/26/2013	LIVE AMMUNITION	Israeli security forces
Male	8/26/2013	34	Adolescent	Palestinian	Qalandia R.C.	West Bank	8/26/2013	LIVE AMMUNITION	Israeli security forces
Male	8/20/2013	17	Adolescent	Palestinian	Jenin R.C.	West Bank	8/31/2013	LIVE AMMUNITION	Israeli security forces
Male	8/20/2013	20	Adolescent	Palestinian	Jenin R.C.	West Bank	8/20/2013	LIVE AMMUNITION	Israeli security forces
Male	8/10/2013	33	Adolescent	Palestinian	Eshkol Regional Council	Israel	8/10/2013	LIVE AMMUNITION	Israeli security forces
Male	7/2/2013	18	Adolescent	Palestinian	Dura	West Bank	7/2/2013	LIVE AMMUNITION	Israeli security forces
Male	4/30/2013	30	Adolescent	Israeli	Tapuah Junction	West Bank	4/30/2013	knife	Palestinian civilians
Male	4/3/2013	19	Adolescent	Palestinian	'Anabta	West Bank	4/3/2013	LIVE AMMUNITION	Israeli security forces
Male	4/3/2013	18	Adolescent	Palestinian	'Anabta	West Bank	4/3/2013	LIVE AMMUNITION	Israeli security forces
Male	3/12/2013	22	Adolescent	Palestinian	al-Fawar R.C.	West Bank	3/12/2013	LIVE AMMUNITION	Israeli security forces
Male	3/1/2013	25	Adolescent	Palestinian	Qalandia R.C.	West Bank	11/28/2013	rubber-coated metal bullets	Israeli security forces
Male	2/22/2013	22	Adolescent	Palestinian	'Abud	West Bank	3/7/2013	rubber-coated metal bullets	Israeli security forces
Female	1/23/2013	21	Adolescent	Palestinian	al-'Arrub R.C.	West Bank	1/23/2013	LIVE AMMUNITION	Israeli security forces
Male	1/18/2013	15	Children	Palestinian	'Aydah R.C.	West Bank	1/23/2013	LIVE AMMUNITION	Israeli security forces
Male	1/15/2013	16	Children	Palestinian	Budrus	West Bank	1/15/2013	LIVE AMMUNITION	Israeli security forces
Male	1/12/2013	21	Adolescent	Palestinian	a-RaMaleadin	West Bank	1/12/2013	LIVE AMMUNITION	Israeli security forces
Male	1/11/2013	19	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	1/11/2013	LIVE AMMUNITION	Israeli security forces
Male	12/12/2012	17	Adolescent	Palestinian	Hebron	West Bank	12/12/2012	LIVE AMMUNITION	Israeli security forces
Male	12/3/2012	38	Adolescent	Palestinian	Deir Sharaf	West Bank	12/3/2012	LIVE AMMUNITION	Israeli security forces
Male	11/30/2012	20	Adolescent	Palestinian	Rafah	Gaza Strip	11/30/2012	LIVE AMMUNITION	Israeli security forces
Male	11/26/2012	24	Adolescent	Palestinian	Sdei AvrahaMale	Israel	11/26/2012	LIVE AMMUNITION	Israeli security forces
Male	11/23/2012	19	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	11/23/2012	LIVE AMMUNITION	Israeli security forces
Male	11/20/2012	33	Adolescent	Israeli	Eshkol Regional Council	Israel	11/20/2012	mortar fire	Palestinian civilians
Female	11/20/2012	18	Adolescent	Palestinian	Gaza City	Gaza Strip	11/20/2012	MISSILE	Israeli security forces
Male	11/20/2012	21	Adolescent	Palestinian	Gaza City	Gaza Strip	11/20/2012	MISSILE	Israeli security forces
Male	11/20/2012	40	Adolescent	Palestinian	Gaza City	Gaza Strip	11/20/2012	MISSILE	Israeli security forces
Male	11/20/2012	57	Adolescent	Palestinian	Gaza City	Gaza Strip	11/20/2012	MISSILE	Israeli security forces
Male	11/19/2012	22	Adolescent	Palestinian	Halhul	West Bank	11/19/2012	LIVE AMMUNITION	Israeli security forces
Male	11/17/2012	30	Adolescent	Palestinian	a-Nabi Saleh	West Bank	11/19/2012	LIVE AMMUNITION	Israeli security forces
Male	11/15/2012	27	Adolescent	Israeli	Kiryat Malealachi	Israel	11/15/2012	grad rocket	Palestinian civilians
Male	11/15/2012	49	Adolescent	Israeli	Kiryat Malealachi	Israel	11/15/2012	grad rocket	Palestinian civilians
Female	11/15/2012	25	Adolescent	Israeli	Kiryat Malealachi	Israel	11/15/2012	grad rocket	Palestinian civilians
Male	11/10/2012	17	Adolescent	Palestinian	Gaza City	Gaza Strip	11/10/2012	shell	Israeli security forces
Male	11/10/2012	18	Adolescent	Palestinian	Gaza City	Gaza Strip	11/10/2012	shell	Israeli security forces
Male	11/10/2012	16	Children	Palestinian	Gaza City	Gaza Strip	11/10/2012	shell	Israeli security forces
Male	11/10/2012	20	Adolescent	Palestinian	Gaza City	Gaza Strip	11/13/2012	shell	Israeli security forces
Male	11/10/2012	19	Adolescent	Palestinian	Gaza City	Gaza Strip	11/10/2012	shell	Israeli security forces
Male	11/8/2012	12	Children	Palestinian	'Abasan al-Kabirah	Gaza Strip	11/8/2012	LIVE AMMUNITION	Israeli security forces
Male	11/4/2012	22	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	11/4/2012	LIVE AMMUNITION	Israeli security forces
Male	10/28/2012	27	Adolescent	Palestinian	al-Qararah	Gaza Strip	10/28/2012	MISSILE	Israeli security forces
Male	10/24/2012	24	Adolescent	Palestinian	Rafah	Gaza Strip	10/25/2012	MISSILE	Israeli security forces
Male	10/24/2012	22	Adolescent	Palestinian	Rafah	Gaza Strip	10/24/2012	MISSILE	Israeli security forces
Male	10/23/2012	25	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	10/23/2012	MISSILE	Israeli security forces
Male	10/23/2012	27	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	10/23/2012	MISSILE	Israeli security forces
Male	10/23/2012	28	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	10/24/2012	shell	Israeli security forces
Male	10/22/2012	24	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	10/22/2012	MISSILE	Israeli security forces
Male	10/22/2012	34	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	10/22/2012	MISSILE	Israeli security forces
Male	10/14/2012	22	Adolescent	Palestinian	Khan Yunis	Gaza Strip	10/14/2012	MISSILE	Israeli security forces
Male	10/13/2012	36	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	10/13/2012	MISSILE	Israeli security forces
Male	10/13/2012	43	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	10/13/2012	MISSILE	Israeli security forces
Male	10/7/2012	24	Adolescent	Palestinian	Rafah	Gaza Strip	10/8/2012	MISSILE	Israeli security forces
Male	9/28/2012	22	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	9/28/2012	LIVE AMMUNITION	Israeli security forces
Male	9/19/2012	36	Adolescent	Palestinian	Rafah	Gaza Strip	9/19/2012	MISSILE	Israeli security forces
Male	9/19/2012	33	Adolescent	Palestinian	Rafah	Gaza Strip	9/19/2012	MISSILE	Israeli security forces
Male	9/6/2012	22	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	9/6/2012	shell	Israeli security forces
Male	9/6/2012	22	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	9/6/2012	shell	Israeli security forces
Male	9/6/2012	26	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	9/6/2012	shell	Israeli security forces
Male	9/5/2012	27	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	9/5/2012	MISSILE	Israeli security forces
Male	9/5/2012	21	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	9/5/2012	MISSILE	Israeli security forces
Male	9/5/2012	25	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	9/5/2012	MISSILE	Israeli security forces
Male	8/3/2012	22	Adolescent	Palestinian	Rafah	Gaza Strip	8/3/2012	MISSILE	Israeli security forces
Male	7/29/2012	47	Adolescent	Palestinian	a-Za'ayeMale	West Bank	7/30/2012	LIVE AMMUNITION	Israeli security forces
Male	7/13/2012	27	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	7/13/2012	shell	Israeli security forces
Male	7/12/2012	27	Adolescent	Palestinian	Gaza City	Gaza Strip	7/12/2012	shell	Israeli security forces
Male	6/23/2012	45	Adolescent	Palestinian	Gaza City	Gaza Strip	6/23/2012	MISSILE	Israeli security forces
Male	6/23/2012	23	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	6/23/2012	MISSILE	Israeli security forces
Male	6/22/2012	29	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	6/22/2012	MISSILE	Israeli security forces
Male	6/22/2012	20	Adolescent	Palestinian	Gaza City	Gaza Strip	6/22/2012	MISSILE	Israeli security forces
Male	6/20/2012	21	Adolescent	Palestinian	Rafah	Gaza Strip	6/20/2012	MISSILE	Israeli security forces
Male	6/20/2012	12	Children	Palestinian	Gaza City	Gaza Strip	6/20/2012	MISSILE	Israeli security forces
Male	6/19/2012	16	Children	Palestinian	al-Maleusadar	Gaza Strip	6/19/2012	shell	Israeli security forces
Male	6/19/2012	18	Adolescent	Palestinian	al-Maleusadar	Gaza Strip	6/19/2012	shell	Israeli security forces
Male	6/18/2012	22	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	6/18/2012	MISSILE	Israeli security forces
Male	6/18/2012	23	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	6/18/2012	MISSILE	Israeli security forces
Male	6/18/2012	25	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	6/18/2012	MISSILE	Israeli security forces
Male	6/18/2012	20	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	6/18/2012	MISSILE	Israeli security forces
Male	6/1/2012	21	Adolescent	Israeli	'Abasan al-Kabirah	Gaza Strip	6/1/2012	LIVE AMMUNITION	Palestinian civilians
Male	6/1/2012	17	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	6/3/2012	MISSILE	Israeli security forces
Male	6/1/2012	30	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	6/1/2012	MISSILE	Israeli security forces
Male	6/1/2012	18	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	6/1/2012	LIVE AMMUNITION	Israeli security forces
Male	3/30/2012	18	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	3/30/2012	LIVE AMMUNITION	Israeli security forces
Male	3/27/2012	27	Adolescent	Palestinian	RaMaleMaleun	West Bank	4/2/2012	LIVE AMMUNITION	Israeli security forces
Female	3/12/2012	35	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	3/12/2012	MISSILE	Israeli security forces
Male	3/12/2012	24	Adolescent	Palestinian	al-Qararah	Gaza Strip	3/12/2012	MISSILE	Israeli security forces
Male	3/12/2012	71	Old	Palestinian	Beit Lahiya	Gaza Strip	3/12/2012	MISSILE	Israeli security forces
Male	3/12/2012	19	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	3/12/2012	MISSILE	Israeli security forces
Male	3/12/2012	32	Adolescent	Palestinian	Gaza City	Gaza Strip	3/12/2012	MISSILE	Israeli security forces
Male	3/12/2012	23	Adolescent	Palestinian	Gaza City	Gaza Strip	3/12/2012	MISSILE	Israeli security forces
Male	3/11/2012	58	Adolescent	Palestinian	Gaza City	Gaza Strip	3/11/2012	MISSILE	Israeli security forces
Male	3/11/2012	12	Children	Palestinian	Jabalya	Gaza Strip	3/11/2012	MISSILE	Israeli security forces
Male	3/11/2012	22	Adolescent	Palestinian	Gaza City	Gaza Strip	3/11/2012	MISSILE	Israeli security forces
Male	3/10/2012	21	Adolescent	Palestinian	Gaza City	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	20	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	52	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	22	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	24	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	25	Adolescent	Palestinian	Egyptian Border	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	23	Adolescent	Palestinian	Gaza City	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	22	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/10/2012	27	Adolescent	Palestinian	Gaza City	Gaza Strip	3/10/2012	MISSILE	Israeli security forces
Male	3/9/2012	44	Adolescent	Palestinian	Gaza City	Gaza Strip	3/9/2012	MISSILE	Israeli security forces
Male	3/9/2012	28	Adolescent	Palestinian	Gaza City	Gaza Strip	3/9/2012	MISSILE	Israeli security forces
Male	3/9/2012	49	Adolescent	Palestinian	Gaza City	Gaza Strip	3/9/2012	MISSILE	Israeli security forces
Male	3/9/2012	24	Adolescent	Palestinian	Gaza City	Gaza Strip	3/9/2012	MISSILE	Israeli security forces
Male	3/9/2012	23	Adolescent	Palestinian	Gaza City	Gaza Strip	3/9/2012	MISSILE	Israeli security forces
Male	3/9/2012	32	Adolescent	Palestinian	Gaza City	Gaza Strip	3/9/2012	MISSILE	Israeli security forces
Male	3/8/2012	16	Children	Palestinian	Yatta	West Bank	3/8/2012	LIVE AMMUNITION	Israeli security forces
Male	2/24/2012	25	Adolescent	Palestinian	a-RaMale	West Bank	2/24/2012	LIVE AMMUNITION	Israeli security forces
Male	2/11/2012	71	Old	Palestinian	Gaza City	Gaza Strip	2/11/2012	MISSILE	Israeli security forces
Male	1/18/2012	23	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	1/18/2012	MISSILE	Israeli security forces
Male	1/18/2012	18	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	1/18/2012	MISSILE	Israeli security forces
Male	12/30/2011	22	Adolescent	Palestinian	Juhor a-Dik	Gaza Strip	12/30/2011	MISSILE	Israeli security forces
Male	12/27/2011	22	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	12/27/2011	MISSILE	Israeli security forces
Male	12/9/2011	36	Adolescent	Palestinian	Gaza City	Gaza Strip	12/9/2011	MISSILE	Israeli security forces
Male	12/9/2011	9	Children	Palestinian	Gaza City	Gaza Strip	12/9/2011	MISSILE	Israeli security forces
Male	12/9/2011	28	Adolescent	Palestinian	a-Nabi Saleh	West Bank	12/10/2011	teargas canister	Israeli security forces
Male	12/8/2011	43	Adolescent	Palestinian	Gaza City	Gaza Strip	12/8/2011	MISSILE	Israeli security forces
Male	12/8/2011	19	Adolescent	Palestinian	Gaza City	Gaza Strip	12/8/2011	MISSILE	Israeli security forces
Male	12/7/2011	23	Adolescent	Palestinian	Gaza City	Gaza Strip	12/7/2011	MISSILE	Israeli security forces
Male	11/14/2011	22	Adolescent	Palestinian	Gaza City	Gaza Strip	11/14/2011	MISSILE	Israeli security forces
Male	11/5/2011	27	Adolescent	Palestinian	al-Qararah	Gaza Strip	11/5/2011	MISSILE	Israeli security forces
Male	11/3/2011	23	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	11/3/2011	MISSILE	Israeli security forces
Male	11/3/2011	23	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	11/3/2011	MISSILE	Israeli security forces
Male	10/31/2011	21	Adolescent	Palestinian	al-Fukhari	Gaza Strip	10/31/2011	MISSILE	Israeli security forces
Male	10/31/2011	25	Adolescent	Palestinian	al-Fukhari	Gaza Strip	10/31/2011	MISSILE	Israeli security forces
Male	10/30/2011	25	Adolescent	Palestinian	Rafah	Gaza Strip	10/30/2011	MISSILE	Israeli security forces
Male	10/29/2011	24	Adolescent	Palestinian	Gaza City	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	36	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	23	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	26	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	33	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	24	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	56	Adolescent	Israeli	Ashkelon	Israel	10/30/2011	grad rocket	Palestinian civilians
Male	10/29/2011	23	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	21	Adolescent	Palestinian	Rafah	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	10/29/2011	26	Adolescent	Palestinian	Gaza City	Gaza Strip	10/29/2011	MISSILE	Israeli security forces
Male	9/23/2011	37	Adolescent	Palestinian	Qusrah	West Bank	9/23/2011	LIVE AMMUNITION	Israeli security forces
Male	9/6/2011	21	Adolescent	Palestinian	Khan Yunis	Gaza Strip	9/6/2011	MISSILE	Israeli security forces
Male	8/25/2011	23	Adolescent	Palestinian	Gaza City	Gaza Strip	8/25/2011	MISSILE	Israeli security forces
Male	8/25/2011	27	Adolescent	Palestinian	Gaza City	Gaza Strip	8/25/2011	MISSILE	Israeli security forces
Male	8/25/2011	22	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	8/25/2011	MISSILE	Israeli security forces
Male	8/25/2011	18	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	8/25/2011	MISSILE	Israeli security forces
Male	8/24/2011	21	Adolescent	Palestinian	Rafah	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/24/2011	20	Adolescent	Palestinian	Rafah	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/24/2011	62	Old	Palestinian	al-Bureij R.C.	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/24/2011	19	Adolescent	Palestinian	Rafah	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/24/2011	22	Adolescent	Palestinian	Rafah	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/24/2011	20	Adolescent	Palestinian	Gaza City	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/24/2011	36	Adolescent	Palestinian	Tall a-Sultan R.C.	Gaza Strip	8/24/2011	MISSILE	Israeli security forces
Male	8/21/2011	13	Children	Palestinian	Beit Lahiya	Gaza Strip	8/29/2011	MISSILE	Israeli security forces
Male	8/20/2011	38	Adolescent	Israeli	Beersheba	Israel	8/20/2011	grad rocket	Palestinian civilians
Male	8/19/2011	22	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	21	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	25	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	23	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	14	Children	Palestinian	Gaza City	Gaza Strip	9/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	1	Children	Palestinian	Gaza City	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	28	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/19/2011	32	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/18/2011	43	Adolescent	Palestinian	Rafah	Gaza Strip	8/18/2011	MISSILE	Israeli security forces
Male	8/18/2011	26	Adolescent	Palestinian	Rafah	Gaza Strip	8/18/2011	MISSILE	Israeli security forces
Male	8/18/2011	40	Adolescent	Palestinian	Rafah	Gaza Strip	8/18/2011	MISSILE	Israeli security forces
Male	8/18/2011	46	Adolescent	Palestinian	Rafah	Gaza Strip	8/18/2011	MISSILE	Israeli security forces
Male	8/18/2011	1	Children	Palestinian	Rafah	Gaza Strip	8/18/2011	MISSILE	Israeli security forces
Male	8/18/2011	32	Adolescent	Palestinian	Rafah	Gaza Strip	8/18/2011	MISSILE	Israeli security forces
Male	8/16/2011	30	Adolescent	Palestinian	Gaza City	Gaza Strip	8/16/2011	MISSILE	Israeli security forces
Male	8/16/2011	30	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2011	MISSILE	Israeli security forces
Male	8/1/2011	22	Adolescent	Palestinian	Qalandia R.C.	West Bank	8/1/2011	LIVE AMMUNITION	Israeli security forces
Male	8/1/2011	25	Adolescent	Palestinian	Qalandia R.C.	West Bank	8/1/2011	LIVE AMMUNITION	Israeli security forces
Male	7/14/2011	21	Adolescent	Palestinian	Rafah	Gaza Strip	7/14/2011	MISSILE	Israeli security forces
Male	7/13/2011	21	Adolescent	Palestinian	al-Far'ah R.C.	West Bank	7/13/2011	LIVE AMMUNITION	Israeli security forces
Male	7/5/2011	31	Adolescent	Palestinian	al-Maleusadar	Gaza Strip	7/5/2011	MISSILE	Israeli security forces
Male	7/5/2011	28	Adolescent	Palestinian	al-Maleusadar	Gaza Strip	7/5/2011	MISSILE	Israeli security forces
Male	5/21/2011	18	Adolescent	Palestinian	al-Bureij R.C.	Gaza Strip	5/21/2011	LIVE AMMUNITION	Israeli security forces
Male	5/15/2011	17	Adolescent	Palestinian	Gaza City	Gaza Strip	5/15/2011	LIVE AMMUNITION	Israeli security forces
Male	4/24/2011	24	Adolescent	Israeli	Nablus	West Bank	4/24/2011	LIVE AMMUNITION	Palestinian civilians
Male	4/9/2011	22	Adolescent	Palestinian	Gaza City	Gaza Strip	4/9/2011	MISSILE	Israeli security forces
Male	4/9/2011	27	Adolescent	Palestinian	Tall a-Sultan R.C.	Gaza Strip	4/9/2011	MISSILE	Israeli security forces
Male	4/9/2011	29	Adolescent	Palestinian	Gaza City	Gaza Strip	4/9/2011	MISSILE	Israeli security forces
Male	4/9/2011	28	Adolescent	Palestinian	Tall a-Sultan R.C.	Gaza Strip	4/9/2011	MISSILE	Israeli security forces
Male	4/9/2011	28	Adolescent	Palestinian	Tall a-Sultan R.C.	Gaza Strip	5/4/2011	MISSILE	Israeli security forces
Male	4/8/2011	22	Adolescent	Palestinian	Khuza'ah	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Male	4/8/2011	19	Adolescent	Palestinian	Khuza'ah	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Male	4/8/2011	30	Adolescent	Palestinian	Gaza City	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Male	4/8/2011	25	Adolescent	Palestinian	Gaza City	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Female	4/8/2011	18	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Female	4/8/2011	40	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Male	4/8/2011	22	Adolescent	Palestinian	Gaza City	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
Male	4/8/2011	9	Children	Palestinian	Gaza City	Gaza Strip	4/8/2011	MISSILE	Israeli security forces
